,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
713337,713337,2019-10-31 23:42:50,180094608895855,fraud_Bogisich-Weimann,kids_pets,5.44,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,7af649c23c6996f9a89863e83ffbddd7,1351726970,44.171943,-121.811461,1
713352,713352,2019-10-31 23:50:14,4992346398065154184,fraud_Kris-Padberg,shopping_pos,802.9,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,d058fe4f76747f0d21a14dca58608882,1351727414,41.97612,-88.377123,1
713362,713362,2019-10-31 23:55:45,4992346398065154184,"fraud_Schmeler, Bashirian and Price",shopping_net,961.4,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,3799031bfaa2eaff4f195b7abbe07f62,1351727745,41.184643,-88.32494,1
713379,713379,2019-11-01 00:08:27,4134456652433447,fraud_Stracke-Lemke,grocery_pos,259.83,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,1961-11-07,f650a898e177802c0fffa149ed8906ed,1351728507,39.781404,-74.72154300000001,1
713402,713402,2019-11-01 00:38:30,180094608895855,"fraud_Casper, Hand and Zulauf",grocery_pos,325.32,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,c99d0ab7f1794b57c0d0fc0f4081e2bb,1351730310,43.97096,-123.069785,1
713410,713410,2019-11-01 00:46:41,4990494243023,fraud_Huels-Hahn,gas_transport,20.07,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,235d46013e07599741a292ce5fd9a10b,1351730801,39.795163,-78.42257,1
713498,713498,2019-11-01 02:12:42,4990494243023,fraud_Kutch Group,grocery_net,13.13,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,a65e2cd4029d91283ac8f3796dc8af52,1351735962,38.752604,-77.842672,1
713505,713505,2019-11-01 02:18:39,4990494243023,"fraud_Lind, Huel and McClure",gas_transport,18.15,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,1d34918eeba5d37dd3b53c06c9a86937,1351736319,38.874508,-78.94702099999999,1
713531,713531,2019-11-01 02:40:44,4992346398065154184,fraud_Rutherford-Mertz,grocery_pos,302.91,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,80a880d8f2fa3a24ebef9fbf93b4136f,1351737644,42.155671000000005,-88.957812,1
713603,713603,2019-11-01 03:54:38,4990494243023,fraud_Prohaska-Murray,gas_transport,20.63,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,855ebf9f6f87db931bd85253dd8bac24,1351742078,39.788885,-78.24798100000001,1
713717,713717,2019-11-01 05:54:28,4990494243023,fraud_Kunze Inc,grocery_pos,334.99,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,c152d118c513a1a42edfa1d77355374a,1351749268,39.446125,-79.16037,1
713977,713977,2019-11-01 10:01:08,180094608895855,fraud_Kutch and Sons,grocery_pos,333.82,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,fe913a538af3c946ff02ec1b51f3f864,1351764068,44.442791,-121.842875,1
714306,714306,2019-11-01 14:01:41,4134456652433447,fraud_Hudson-Grady,shopping_pos,1025.23,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,1961-11-07,983446c3bced1f7a6c96316c70916001,1351778501,40.721281,-73.83006999999999,1
714322,714322,2019-11-01 14:12:08,180094608895855,fraud_Lesch Ltd,shopping_pos,911.88,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,fea066383eb34913e2a3282d665a4d68,1351779128,43.45003,-123.098151,1
714377,714377,2019-11-01 14:55:10,4992346398065154184,"fraud_Kihn, Abernathy and Douglas",shopping_net,1091.87,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,18a89e9363dc82e07e44288ada82c115,1351781710,42.088772,-89.533789,1
714879,714879,2019-11-01 19:55:51,6011382886333463,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1026.57,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,cc14f5982b6a49efc4c953edea3bf7dc,1351799751,44.625778,-83.868189,1
715027,715027,2019-11-01 21:25:37,4990494243023,"fraud_Nicolas, Hills and McGlynn",entertainment,581.16,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,68d4767a177e6322edc630f6c83d1af6,1351805137,40.110634000000005,-79.189211,1
715069,715069,2019-11-01 22:00:20,4134456652433447,fraud_Jast-McDermott,shopping_pos,977.45,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,1961-11-07,7ac7d56b36a41fba31ad05101a22ac2c,1351807220,40.027005,-73.14200500000001,1
715082,715082,2019-11-01 22:08:45,4992346398065154184,fraud_Hills-Witting,shopping_net,1050.88,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,2dfe4a737daedf1a3a9588296f820804,1351807725,40.283062,-88.48525,1
715094,715094,2019-11-01 22:21:38,180094608895855,fraud_Langworth LLC,personal_care,47.29,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,fa0590134eedf8c97a949c76428ba465,1351808498,43.14733,-123.208161,1
715096,715096,2019-11-01 22:23:48,4992346398065154184,fraud_Kerluke-Abshire,shopping_net,969.66,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,08637f518d059daf136435c0d6cba7a8,1351808628,40.741684,-89.882086,1
715102,715102,2019-11-01 22:28:26,180094608895855,fraud_Huel-Langworth,misc_net,715.88,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,47426c9dff43236a88eedfb919cef7e1,1351808906,43.126232,-122.274331,1
715154,715154,2019-11-01 23:05:06,4134456652433447,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1062.84,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,1961-11-07,4bd67e559e4922b913911f034b5f982b,1351811106,39.763327,-73.26446899999999,1
715166,715166,2019-11-01 23:13:47,180094608895855,fraud_Morissette PLC,shopping_pos,748.35,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,ecfbee10ac34791661d194af3a90581b,1351811627,44.444553000000006,-122.80558899999998,1
715210,715210,2019-11-01 23:45:25,6011382886333463,fraud_Effertz LLC,entertainment,596.2,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,15daea7473ac7d2679bb8606a21648a5,1351813525,44.910956,-83.698006,1
715215,715215,2019-11-01 23:46:12,4990494243023,fraud_Miller-Harris,misc_net,806.95,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,4f788c8fc70c30afe2214c5760b5c083,1351813572,40.027395,-79.302009,1
715224,715224,2019-11-01 23:51:15,180094608895855,"fraud_Streich, Dietrich and Barton",shopping_net,1070.61,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,698aeceffc774a1cd5f94db4f9708d47,1351813875,42.771653,-123.161496,1
715234,715234,2019-11-01 23:54:20,4990494243023,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1152.77,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,0a0cc8ee8fa0b8c563036cb4a6f60191,1351814060,40.536552,-79.215148,1
715314,715314,2019-11-02 00:45:24,4598025465633,"fraud_Christiansen, Goyette and Schamberger",gas_transport,9.84,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,3ab8077470e168724be1c7b580531004,1351817124,40.641456,-80.701132,1
715315,715315,2019-11-02 00:46:02,4990494243023,fraud_Deckow-O'Conner,grocery_pos,339.31,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,665446953e0ee7af0bb03b8bce056bab,1351817162,39.643440000000005,-79.590405,1
715324,715324,2019-11-02 00:55:23,6011382886333463,fraud_Kunze Inc,grocery_pos,308.87,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,0a1007bfeb92b04fbb462710cd5aad16,1351817723,44.193544,-84.20061700000001,1
715378,715378,2019-11-02 01:33:50,373905417449658,fraud_Schulist Ltd,food_dining,132.01,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,fa87fcaeeaef360cb893d0b83043d8ff,1351820030,32.061705,-98.047707,1
715394,715394,2019-11-02 01:44:27,373905417449658,fraud_Effertz LLC,entertainment,524.78,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,d21e51f640dcc5aa78502126be2a4955,1351820667,31.33584,-97.710407,1
715396,715396,2019-11-02 01:46:10,6011382886333463,fraud_Miller-Hauck,grocery_pos,288.77,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,acd97722674b9aa01659c9d22e457bbe,1351820770,44.107258,-83.954462,1
715416,715416,2019-11-02 02:01:01,373905417449658,fraud_Turner and Sons,shopping_pos,766.6,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,04f245916c36f566998034eff3c45b60,1351821661,32.790097,-98.414916,1
715430,715430,2019-11-02 02:05:22,6011382886333463,fraud_Doyle Ltd,grocery_pos,328.85,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,7ca984eee7e8f5eb091ea3dd943b65d1,1351821922,44.652208,-84.82889899999999,1
715445,715445,2019-11-02 02:18:33,6011382886333463,fraud_Bogisich Inc,grocery_pos,332.61,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,60fff484451e67f54dd935aad18ff4dd,1351822713,44.356847,-84.082234,1
715454,715454,2019-11-02 02:26:39,4990494243023,fraud_DuBuque LLC,grocery_pos,327.34,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,fbf09578e89fd2fbc95fb0dba30ed32c,1351823199,40.127195,-79.39048100000001,1
715472,715472,2019-11-02 02:37:34,4990494243023,fraud_Bradtke PLC,grocery_pos,328.3,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,eb4497344f23581a98f3c9e1af7c6313,1351823854,39.09875,-78.179243,1
715488,715488,2019-11-02 02:49:53,373905417449658,fraud_Keeling-Crist,misc_pos,8.38,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,761c5cd02cdb6f7b616742567ca34fe1,1351824593,32.533444,-96.87678,1
715564,715564,2019-11-02 03:36:55,4990494243023,fraud_Mraz-Herzog,gas_transport,18.32,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,5b9da27704cf1380a1eab78e53ce1ff4,1351827415,40.228024,-79.794416,1
715606,715606,2019-11-02 03:58:39,373905417449658,fraud_Wisozk and Sons,misc_pos,8.9,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,a4bd04f7c7d0798c1f1e858db09f7afb,1351828719,32.383925,-97.780272,1
715618,715618,2019-11-02 04:06:04,6011382886333463,fraud_Padberg-Welch,grocery_pos,349.06,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,5eab7be5f16e5c791edc71ab0ed0a58f,1351829164,45.186246,-83.479088,1
715995,715995,2019-11-02 08:50:32,373905417449658,"fraud_Douglas, Schneider and Turner",shopping_pos,852.98,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,8e30f5b981dec2e01dcb0ad87bbc19b2,1351846232,32.404037,-96.922775,1
716300,716300,2019-11-02 12:22:39,6011382886333463,"fraud_Moore, Dibbert and Koepp",misc_net,697.41,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,93d9f75e2c24509db89bc0bfbba5e4d9,1351858959,44.492149,-85.044756,1
716427,716427,2019-11-02 13:19:10,6011382886333463,"fraud_Walter, Hettinger and Kessler",personal_care,52.43,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,95ab99ef6ba40349567dae403dffb88b,1351862350,44.072362,-84.146755,1
716685,716685,2019-11-02 15:17:17,4990494243023,fraud_Fisher-Schowalter,shopping_net,718.11,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,eb2dd25b7d3b11d18b091f309eb8fb1a,1351869437,38.757141,-77.83896999999999,1
716906,716906,2019-11-02 16:44:00,6011382886333463,fraud_Padberg-Welch,grocery_pos,362.92,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,4579586af46d133e727880c19265b176,1351874640,43.962132,-83.832185,1
717056,717056,2019-11-02 17:50:29,4598025465633,fraud_Gleason-Macejkovic,shopping_net,1018.98,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,d0685d4254353a81359397d418d896c2,1351878629,41.059685,-80.381005,1
717642,717642,2019-11-02 22:02:43,4990494243023,fraud_Schaefer Ltd,kids_pets,3.44,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,470df06972be22eb8df99a4e98d0cf15,1351893763,38.765757,-79.521248,1
717663,717663,2019-11-02 22:09:58,373905417449658,"fraud_Graham, Hegmann and Hammes",food_dining,128.18,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,795a88a08b3822ee44811f3b8949cef7,1351894198,31.737163,-97.628147,1
717690,717690,2019-11-02 22:22:06,6011382886333463,"fraud_Daugherty, Pouros and Beahan",shopping_pos,905.43,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,f2fa1b25eef2f43fa5c09e3e1bfe7f77,1351894926,44.652759,-84.500359,1
717734,717734,2019-11-02 22:43:37,6011382886333463,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1098.84,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,530421c4d92b5f98a513664b63ed9d25,1351896217,44.771512,-84.71195300000001,1
717753,717753,2019-11-02 22:49:06,4598025465633,fraud_Doyle Ltd,grocery_pos,296.73,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,f7f2b136aab184cad1fb22da9800e9e6,1351896546,40.716401,-80.88856700000001,1
717809,717809,2019-11-02 23:14:03,6011382886333463,fraud_Morissette LLC,entertainment,623.5,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,91d1af774ea6f3f7cc945afc9f331e93,1351898043,44.824604,-83.754271,1
717885,717885,2019-11-02 23:46:22,4598025465633,fraud_Mante Group,misc_net,888.13,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,0baf3152c070431abeb39dccb83048c7,1351899982,40.674826,-80.633625,1
717893,717893,2019-11-02 23:50:22,6011382886333463,"fraud_Schmeler, Bashirian and Price",shopping_net,850.66,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,5134b5c18beb45f8a4cd57649a9e2ea2,1351900222,44.873976,-83.354537,1
717906,717906,2019-11-02 23:54:07,6011382886333463,fraud_Gerlach Inc,shopping_net,1022.29,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,16b3524d1c1b658147d5485573570aa7,1351900447,44.378693,-84.679982,1
717908,717908,2019-11-02 23:55:45,4598025465633,fraud_Padberg-Welch,grocery_pos,304.86,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,77108905ba2ecd284028222f6825b462,1351900545,40.34844,-80.121801,1
717911,717911,2019-11-02 23:56:50,373905417449658,fraud_Bins-Howell,personal_care,18.03,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,d6581b3a94d539d13ad66a17c4777d49,1351900610,31.206290000000003,-97.869769,1
717924,717924,2019-11-03 00:04:35,4598025465633,fraud_Rau and Sons,grocery_pos,283.15,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,0599e484c96954c69986a916472f2eb5,1351901075,41.256158,-79.924649,1
717972,717972,2019-11-03 00:30:39,4598025465633,fraud_Kiehn-Emmerich,grocery_pos,352.55,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,6e18e3a51599397d1001a196ae5d1ee7,1351902639,41.408201,-79.897615,1
718237,718237,2019-11-03 02:49:57,373905417449658,fraud_Kuhic LLC,shopping_net,855.33,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,3dfcfea5f1ea237f4e9089afab634943,1351910997,31.528071,-98.148758,1
718294,718294,2019-11-03 03:23:19,373905417449658,fraud_McCullough LLC,misc_pos,9.02,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,21855fa17cb5c1051c72ac3fcd6a14ca,1351912999,31.604261,-98.078772,1
718360,718360,2019-11-03 03:59:03,373905417449658,fraud_Torp-Lemke,misc_pos,6.87,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,91583be80b792ae9e8afa8ccc355911e,1351915143,32.027172,-98.191797,1
719981,719981,2019-11-03 16:54:21,60490596305,fraud_Lynch Ltd,shopping_pos,907.21,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,648c355b901d85b4c50a57c22bd7155e,1351961661,34.412582,-90.05566,1
720894,720894,2019-11-03 22:11:02,373905417449658,fraud_Padberg-Sauer,home,260.0,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,b9eb4ebbc83738266f78852ee5845c5b,1351980662,32.265571,-97.346252,1
720994,720994,2019-11-03 22:50:51,4598025465633,"fraud_Hermiston, Russel and Price",food_dining,143.54,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,6b9b403850aaa8d6357f327e17fc39bf,1351983051,41.322684,-81.088675,1
720998,720998,2019-11-03 22:52:15,373905417449658,fraud_Kub-Heaney,health_fitness,18.89,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,b7bf67ad8e5463bf54889f64893e2e1e,1351983135,32.033282,-97.608376,1
721036,721036,2019-11-03 23:04:18,60490596305,fraud_McDermott-Weimann,grocery_pos,300.69,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,6e65039b92f354f80e04575d46336f38,1351983858,35.043411,-90.949092,1
721088,721088,2019-11-03 23:24:26,60490596305,fraud_Gleason-Macejkovic,shopping_net,1073.49,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,aea538b4a5c051bfae0e1cc5ccd071bb,1351985066,34.34252,-90.322645,1
721101,721101,2019-11-03 23:29:31,60490596305,fraud_Schmitt Ltd,misc_net,706.46,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,f6028df222a7b5f459589a5c1d921e90,1351985371,35.087568,-90.534636,1
721102,721102,2019-11-03 23:29:32,4598025465633,fraud_Stamm-Witting,shopping_net,1106.38,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,b6e948188f98ecd12ecaf4bda2778f7a,1351985372,39.923921,-80.19813,1
721316,721316,2019-11-04 01:27:46,60490596305,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,323.64,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,dc8ce444bc37a6fa0b50185d9accb6d9,1351992466,35.582640000000005,-91.431631,1
722248,722248,2019-11-04 10:27:35,60490596305,fraud_Vandervort-Funk,grocery_pos,369.09,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,fac75de6b85ab7588c8289d303f56b32,1352024855,35.778818,-90.672749,1
722376,722376,2019-11-04 11:54:47,60490596305,fraud_Kuvalis Ltd,gas_transport,17.17,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,65d63914f323ebb898e066942c4af305,1352030087,34.934913,-91.000059,1
722537,722537,2019-11-04 13:00:58,60490596305,fraud_Rempel Inc,shopping_net,1073.82,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,228c63e8857e8fba1ff194a7962c33e0,1352034058,35.877435,-91.297678,1
724005,724005,2019-11-04 22:24:53,60490596305,fraud_Lemke-Gutmann,shopping_net,907.36,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,e6e4411db6414a43ee3418886aec44ca,1352067893,34.498825,-90.138998,1
724180,724180,2019-11-04 23:29:20,60490596305,fraud_O'Keefe-Hudson,grocery_pos,316.54,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,d01d9848c7fd3d5699661e63867c7771,1352071760,35.122238,-90.534196,1
724350,724350,2019-11-05 01:52:20,2252055259910912,fraud_McDermott-Weimann,grocery_pos,300.59,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,eb777f1f75dda92c289cdfda5fb51524,1352080340,45.01105,-90.917589,1
724395,724395,2019-11-05 02:51:42,2252055259910912,"fraud_Reilly, Heaney and Cole",gas_transport,7.2,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,3e44c18e92ad5c4ad6b7a6460b08bab6,1352083902,43.878677,-89.23054599999999,1
725656,725656,2019-11-05 22:40:00,2252055259910912,"fraud_Hayes, Marquardt and Dibbert",misc_net,861.45,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,6a1d9dbc0fa36c5d1415541b87925105,1352155200,44.820541,-90.658133,1
725702,725702,2019-11-05 23:11:37,2252055259910912,fraud_Sporer-Keebler,personal_care,23.09,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,8c191b1329ea66182dee740d2c193dbb,1352157097,43.65004,-90.248498,1
725902,725902,2019-11-06 02:33:40,2252055259910912,"fraud_Goldner, Kovacek and Abbott",grocery_pos,296.45,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,e1cdb94fb453eea554933b4f7080aa71,1352169220,45.461689,-89.304916,1
727254,727254,2019-11-06 22:11:55,2252055259910912,fraud_Rutherford-Mertz,grocery_pos,314.3,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,db8d3a2c8f5f6efdc501d570d7a59fd8,1352239915,45.088716,-90.562853,1
727319,727319,2019-11-06 22:59:46,2252055259910912,"fraud_Lehner, Mosciski and King",misc_net,783.23,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,56dc8de6cb5da656639bfd59e11a1655,1352242786,44.264892,-91.047047,1
727344,727344,2019-11-06 23:14:48,2252055259910912,fraud_Dibbert and Sons,entertainment,504.3,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,934486953e3fce4f46ea45e5eb6c265e,1352243688,45.316075,-89.147667,1
728167,728167,2019-11-07 12:14:03,6011934240159560,"fraud_Kuhic, Bins and Pfeffer",shopping_net,1017.4,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,45f280b68e2edfce91960282105678f4,1352290443,44.151852000000005,-68.900921,1
